Title,keywords,Goal
bndes patrocinara 25 projetos culturais no primeiro semestre,['instituicao'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
operario da arena amazonia morreu durante cirurgia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
morre trabalhador acidentado em obras da arena da amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
operario da arena amazonia vai a hospital apos acidente,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
terra indigena xavante volta a ser invadida em mato grosso,['guerra'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
cmn sobe juro cobrado de fundo de desenvolvimento,['politica'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
projeto de protecao maritima atrai empresas ao brasil,"['governo', 'guerra']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
mpf pede indenizacao de r$ 20 mi para indios tenharim,"['direitos humanos', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
reuniao discute impasse de indios e moradores de humaita,"['conflito', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
arena das dunas sera inaugurada no dia 22 de janeiro,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
rota da soja pela amazonia deve ampliar lideranca do brasil,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
diminui participacao de desmatamento em emissoes no brasil,"['sociedade', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
ministra anuncia acoes contra o desmatamento ilegal,"['governo', 'crime']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
governo lancara apoio ao agroextrativismo na amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
reserva extrativista sofre com extracao ilegal de madeira,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
onu pede a dilma apoio a projeto na africa,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
enfraquecimento do real ameaca amazonia no brasil,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios avisam que pedagio sera reaberto em humaita,"['paz', 'governo', 'crime', 'conflito']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
mediador teme mais conflitos com indios no mt,"['paz', 'governo', 'conflito']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios podem ficar sem aulas se conflito persistir no am,['conflito'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
"apos 4 anos, desmatamento na amazonia volta a crescer","['governo', 'crime organizado', 'crime']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
mortes e ocupacoes chamaram a atencao para indigenas em 2013,"['direitos humanos', 'assassinato', 'conflito', 'sociedade', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
"apos 4 anos, desmatamento na amazonia volta a crescer","['governo', 'crime organizado', 'crime']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
municipios com areas de desmatamento sofrem mais violencia,"['homicidios', 'homicidio', 'violencia']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
lancado edital para financiar projetos do mais medicos,['sociedade'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
justica paralisa parte da obra da arena amazonia apos morte,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
ministro lamenta acidente e morte na arena da amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
"amazonas vai receber r$ 14,9 milhoes do fundo amazonia","['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
acordo para reducao de emissao de gases depende de confianca,"['sociedade', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
forum mundial busca aliar ciencia a desenvolvimento,['sociedade'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
por que a proxima cop do clima sera no peru,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
cop 19 comeca nesta segunda na polonia,['tratado'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
arena amazonia conclui estrutura metalica da cobertura,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
febre do ouro mina silenciosamente a amazonia peruana,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
obras da arena da amazonia atingem 88% de conclusao,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
5 curiosas especies descobertas na amazonia,['guerra'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios da amazonia comecam a sofrer com doencas urbanas,['sociedade'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
"fitch afirma notas do bndes, bnb e banco da amazonia","['governo', 'instituicao']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
piranha vegetariana e descoberta na amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
piranhas vegetarianas sao descobertas na amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
arena amazonia supera 86% das obras concluidas,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
nasa e ue aplicarao sistema de informacao ambiental na amazonia,"['governo', 'instituicao']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
ruralista critica proposta de cota para indios na camara,"['democracia', 'sociedade', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
fundo financiara monitoramento da amazonia,['tratado'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
"arena amazonia atinge 83,2% das obras concluidas",['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
macaco protagoniza filme e leva festival do rj para floresta,['politica'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
ameacas a amazonia vao muito alem das queimadas,['instituicao'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
izabella teixeira recebe premio ambiental da onu,"['sociedade', 'governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
izabella teixeira recebe premio ambiental da onu,"['sociedade', 'governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
ministra brasileira vai receber premio ambiental da onu,"['sociedade', 'governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
ibama aumenta fiscalizacao contra desmatamento na amazonia,['crime'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
desmatamento na amazonia sobe 35% em um ano,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
mudanca climatica transformara parte da amazonia em savana,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
desmatamento na amazonia sobe 35% em um ano,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
programa repassa quase 1 mi de hectares para diminuir desmatamento,"['paz', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
programa repassa quase 1 mi de hectares para preservar,"['paz', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
1 milhao de hectares podem ser explorados na amazonia,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
desmatamento da amazonia foi cinco vezes maior em maio,['instituicao'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
dekila chungyalpa: a fe pela conservacao,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
religiao pode ser grande aliada da conservacao ambiental,"['sociedade', 'instituicao']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
amazonia brasileira vive momento delicado,"['governo', 'guerra', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indigenas pretendem frear extracao de petroleo em reserva,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
levantamento mapeia impostos de madeira da amazonia,['instituicao'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
gado ecologico produz carne e couro sem destruir a amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios equatorianos sao contra exploracao de petroleo em reserva,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
brasil deve atingir meta de reducao do desmatamento antes de 2020,['sociedade'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
servico florestal mapeia carga tributaria de madeira da amazonia,['politica'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
brasil deve alcancar reducao do desmatamento antes de 2020,['sociedade'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
levantamento mapeia impostos de madeira da amazonia,['instituicao'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
secretario diz que mais medicos vai melhorar saude indigena,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
gado organico produz carne e sapatos sem destruir a amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
arena da baixada sera entregue sem cobertura retratil,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
correa cede a exploracao de petroleo na amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
equador quer explorar petroleo em area de protecao ambiental,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
amazonia brasileira vive momento delicado,"['governo', 'guerra', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
sao felix do xingu luta contra o desmatamento na amazonia,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
video comprova existencia de indios kawahiva no mato grosso,"['sociedade', 'assassinatos']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
brasil recebe apoio ingles para agricultura sustentavel,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
google resiste em instalar data centers no brasil,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
desmatamento na amazonia aumenta 437% em junho,['instituicao'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
desmatamento sobe 35% de agosto a maio,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
areas protegidas perto do pac tem mais desmate,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
fundo amazonia comeca a distribuir recursos para projetos,"['sociedade', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
pesticidas causam impacto na fronteira agricola da amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
"sem reivindicacoes atendidas, indios retornam ao para","['assassinato', 'governo', 'crime', 'violencia']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios voltam a ocupar canteiro de obras de belo monte,"['governo', 'violencia']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
desmatamento na amazonia atinge 175 km2 entre marco e abril,"['governo', 'crime', 'crimes']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios deixam belo monte e viajam para reuniao com ministros,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
bndes destinara r$ 65 milhoes a inventario da amazonia,['institucional'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
ongs irao acompanhar cumprimento do codigo florestal,"['sociedade', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
lideres discutem projetos contrarios a interesses indigenas,"['sociedade', 'crimes']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
mundurukus devem deixar sede da funai e retornar ao para,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios em pe de guerra no brasil,"['governo', 'guerra', 'conflito']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
agropecuaria lidera emissao de co2; plano de reducao patina,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios saem em marcha pela esplanada dos ministerios,['exoneracao'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios protestam no planalto e ministro se dispoe ao dialogo,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
oleo vaza na bacia amazonica e poe governo em alerta,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
forca nacional chega ao ms para conter indios,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
cai indice de desmatamento na amazonia,"['governo', 'crime']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
governo recebe indigenas que ocuparam belo monte,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
"indios anunciam saida de belo monte, mas ameacam voltar",['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
a amazonia sob nova direcao,"['institucional', 'sociedade', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
"indios aceitam encontro com governo, mas ocupacao continua",['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios recorrem de decisao judicial sobre belo monte,"['governo', 'conflito']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
estudo aumenta a conservacao de frutas amazonicas,['instituicao'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
dilma se alinha com ruralistas em questao indigena,"['democracia', 'governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
expansao sobre a amazonia pode ser ruim para agricultura,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
google mostra as mudancas do planeta nos ultimos 25 anos,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
alertas de desmatamento e degradacao da amazonia diminuem,['crimes'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
experiencia na amazonia vira modelo mundial para pesquisas,['sociedade'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
equador quer trabalho conjunto para proteger amazonia,"['tratado', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
governo cria comite gestor de terras indigenas,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios prometem passar a noite no planalto,"['guerra', 'institucional', 'genocidio', 'governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios exigem revogar projetos contrarios a seus interesses,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
"operacao bloqueia mais de 3,7 mil hectares na amazonia","['governo', 'crime']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
"amazonia ou mais carne? ambos, com mais eficiencia no campo",['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
a exploracao legal da floresta amazonica agoniza,"['governo', 'instituicao']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
pais produz 1o modelo de clima global para a onu,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
organizacao pretende monitorar desmatamento da amazonia,"['governo', 'tratado']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
governo quer usar fundo da marinha mercante para hidrovias,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
presidente do banco da amazonia e exonerado,"['exoneracao', 'instituicao']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
valmir rossi assume presidencia do banco da amazonia,"['governo', 'exoneracao', 'instituicao']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
grupo vai tracar plano para assistencia a saude de indios,"['sociedade', 'governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
amazonia estaria mais resistente a mudancas climaticas,['tratado'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
amazonia boliviana se torna prioridade internacional,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
desmatamento na amazonia da sinais de voltar a crescer,"['governo', 'instituicao']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
fazendeiros devem desocupar terra indigena ate amanha,"['governo', 'crime']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
pf investiga ameacas na area de desocupacao no mt,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
raoni pede ajuda a onu contra infraestruturas na amazonia,"['direitos humanos', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
bndes libera mais r$ 105 mi para arena da amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
mais de 30% das terras indigenas sofrerao com hidreletricas,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
brasil vai receber us$ 178 mi da noruega para o amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
noruega libera mais us$ 178 mi para o fundo amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
fiscalizacao flagra mata atlantica desmatada em sp,['crimes'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
unasul acerta projetos e espera eleicoes no paraguai,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
"cacique raoni merece o nobel da paz, diz ecologista frances","['paz', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
novas imagens mostram reducao da area desmatada na amazonia,"['governo', 'crime']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
incra institui programa de sustentabilidade na amazonia,"['sociedade', 'crimes']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
governo tem nova tecnologia para fiscalizar desmatamento,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
taxa de desmatamento da amazonia e a menor ja registrada,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
pnuma destaca exitos do brasil na diminuicao do desmatamento,"['governo', 'crime']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
jari vai parar producao de celulose na amazonia,['instituicao'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
empresas e governo tem de se alinhar pela sustentabilidade,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
plantio de soja em area de desmatamento na amazonia aumenta,['sociedade'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
eletrobras quer producao hidreletrica na amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
brasil apresenta iniciativas para areas de protecao marinhas,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
venezuela lancara missao mercosul para incrementar projetos,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
exploracao sustentavel e chave para a seguranca alimentar,['sociedade'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
amazonia tem maior desmatamento mensal desde julho de 2009,"['governo', 'crimes']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
governo instalara estacoes meteorologicas na amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
cinco mil militares participam da operacao amazonia 2012,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
universidades planejam bolsas para a amazonia,"['sociedade', 'instituicao']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
especialistas debatem literatura e sustentabilidade,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
maratona cultural revela acoes de preservacao em sp,['terrorista'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
caixa espera superar meta de recursos para habitacao rural,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
stf da sinal verde para reinicio das obras de belo monte,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
amazonia abriga terceira corrida do ouro no brasil,"['governo', 'crimes']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
emissao por desmatamento na amazonia cai 57%,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios reclamam terras em frente ao estadio maracana,"['governo', 'guerra']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios bolivianos farao passeata contra estrada,['paz'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios discutem novos protestos contra estrada em parque,"['paz', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
"estrada ameaca vida de milhares de indios no peru, diz ong",['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios bolivianos protestam contra rodovia,"['paz', 'governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios bolivianos contestam estrada financiada pelo brasil,"['direitos humanos', 'paz', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios realizam 'olimpiada verde' na rio+20,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios equatorianos fazem acao contra chevron no brasil,"['suborno', 'estado de direito']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios bolivianos lancam nova ofensiva contra evo morales,"['paz', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indios bloqueiam acesso a predio na bolivia,"['paz', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
cientistas receberao para levar sustentabilidade amazonica,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
desmatamento na amazonia cai 23% em 12 meses,['crime'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
ulianopolis deixa a lista de desmatadores da amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
ministra: monitoramento mostra reducao em desmatamento,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
google ajudara a combater desmatamento na amazonia,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
brasil tem o equivalente a duas francas de terras abandonadas,['sociedade'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
governo estuda reduzir area da maior floresta nacional,"['governo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
amazonia deve sofrer grande extincao de especies,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
codigo florestal: parecer preve mudancas para recompor app,"['governo', 'instituicao']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
marcha indigena contra estrada na amazonia entra em la paz,"['paz', 'governo', 'conflito']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
indigenas waorani pedem ajuda para salvar parque na rio+20,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
sao paulo e rio tratam lixo de olho nos creditos de carbono,['governo'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
brasileiros e britanicos estudarao degradacao de florestas,['instituicao'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
ex-reitor da usp quer indice de sustentabilidade,"['sociedade', 'governo', 'terrorismo', 'politica']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
tribo aposta no google para combater desmatamento na amazonia,"['sociedade', 'governo']","SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
greenpeace pega assinaturas para campanha desmatamento zero,['sociedade'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
direito a terra e a cultura leva indigenas a rio+20,['assassinatos'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
arqueologo revela valor da sociodiversidade na amazonia,['sociedade'],"SDG 16: Paz, Justiça e Instituições Eficazes (Peace, Justice and Strong Institutions)"
